"id","planet","lefty","major","age","hs.gpa","income","gpa"
5054,"Jupiter",FALSE,"Engineering/Electrical",20,4,NA,2.575
5055,"Venus",FALSE,"International Studies",25,3.001,40186.5720147595,3.117
5056,"Jupiter",FALSE,"International Studies",19,2.011,2185.09088860444,2
5057,"Uranus",FALSE,"Advanced Manufacturing",19,4,NA,3.923
5058,"Saturn",FALSE,"Music Recording Technology",20,4,NA,3.868
5059,"Jupiter",FALSE,"Surgical Technician",35,4,NA,3.912
5060,"Jupiter",TRUE,"Atmospheric Sciences",20,4,92259.360698355,3.537
5061,"Jupiter",FALSE,"Writing",21,4,NA,3.861
5062,"Jupiter",FALSE,"General Engineering",21,2.167,NA,2.407
5063,"Jupiter",FALSE,"Visual Arts Illustration Spec",21,0,16.0763498508718,0.03
5064,"Jupiter",FALSE,"Surgical Technician",44,4,NA,3.972
5065,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.634
5066,"Jupiter",FALSE,"Physical Therapist Assistant",19,4,NA,3.717
5067,"Jupiter",FALSE,"Atmospheric Sciences",19,4,47241.4654793837,3.219
5068,"Venus",FALSE,"Music Recording Technology",22,0.743,NA,0.987
5069,"Saturn",TRUE,"Music Recording Technology",19,3.85,8644.72948330859,2.98
5070,"Venus",FALSE,"Pre-Medical Health Sciences",19,4,NA,3.989
5071,"Saturn",TRUE,"Marketing Management",19,3.651,NA,2.813
5072,"Saturn",FALSE,"Fitness Technician",19,4,NA,3.374
5073,"Saturn",TRUE,"International Studies",19,0,9.29289416310711,0.021
5074,"Saturn",FALSE,"Music Recording Technology",19,4,NA,3.59
5075,"Jupiter",FALSE,"Energy Management",19,0.881,236.598062230176,1.056
5076,"Neptune",FALSE,"Engineering/Mechanical",19,2.127,1773.88048505754,2.007
5077,"Uranus",FALSE,"Music Recording Technology",20,4,NA,3.037
5078,"Jupiter",FALSE,"Engineering/Electrical",19,4,NA,3.976
5079,"Saturn",TRUE,"Comm Health & Leadership",21,2.503,NA,2.374
5080,"Saturn",FALSE,"Music Recording Technology",22,0,4.07909300059229,0.04
5081,"Jupiter",TRUE,"Web Graphic Design",21,4,NA,3.858
5082,"Saturn",TRUE,"Architectural Technology",26,4,NA,3.544
5083,"Jupiter",TRUE,"International Studies",31,0,4.21693544966865,0
5084,"Jupiter",FALSE,"Graphic Communications",20,4,NA,2.888
5085,"Jupiter",FALSE,"Atmospheric Sciences",33,3.872,NA,2.665
5086,"Jupiter",FALSE,"Music Recording Technology",19,3.597,NA,3.725
5087,"Jupiter",FALSE,"Music Recording Technology",36,0,14.2569719814845,0
5088,"Saturn",FALSE,"Social Work",19,3.382,NA,3.071
5089,"Jupiter",FALSE,"American Sign Lang/Interpret",19,4,NA,3.95
5090,"Uranus",TRUE,"Anthropology",20,4,29288.5662536461,3.447
5091,"Jupiter",TRUE,"Energy Management",20,0,19.7695946289182,0.369
5092,"Jupiter",FALSE,"Psychology",20,4,NA,3.522
5093,"Saturn",TRUE,"Visual Arts - Design Spec.",20,0,36.5180041307243,0.085
5094,"Jupiter",FALSE,"Music Recording Technology",20,4,NA,4
5095,"Jupiter",FALSE,"Engineering/Mechanical",21,4,NA,4
5096,"Saturn",FALSE,"Music Recording Technology",20,1.104,NA,1.373
5097,"Saturn",TRUE,"Visual Arts Illustration Spec",19,4,NA,4
5098,"Jupiter",FALSE,"Theatre Arts",19,3.314,NA,3.546
5099,"Saturn",FALSE,"Engineering/Chemical",19,1.839,4288.71208970671,2.02
5100,"Saturn",FALSE,"Fitness Technician",20,0,6.04541197432052,0
5101,"Neptune",FALSE,"Visual Arts Illustration Spec",19,0,22.792708588024,0
5102,"Saturn",TRUE,"Visual Arts Illustration Spec",19,0,9.00258773348006,0.039
5103,"Saturn",FALSE,"Psychology",21,1.611,NA,2.039
5104,"Jupiter",FALSE,"Engineering/Mechanical",20,4,NA,3.843
5105,"Jupiter",FALSE,"Marketing Management",20,4,NA,3.932
5106,"Venus",TRUE,"Music Recording Technology",20,3.266,NA,3.334
5107,"Saturn",TRUE,"International Studies",20,1.156,NA,1.154
5108,"Jupiter",TRUE,"Theatre Arts",20,4,NA,3.416
5109,"Saturn",FALSE,"Music Recording Technology",23,4,NA,3.994
5110,"Jupiter",FALSE,"International Studies",21,0,9.9570292050775,0
5111,"Jupiter",FALSE,"International Studies",20,4,NA,3.711
5112,"Saturn",TRUE,"International Studies",21,3.294,NA,1.485
5113,"Saturn",FALSE,"International Studies",21,4,NA,3.35
5114,"Jupiter",FALSE,"Music Recording Technology",20,0,12.5143148281421,0.059
5115,"Jupiter",FALSE,"Music Recording Technology",21,3.73,NA,3.143
5116,"Jupiter",FALSE,"Social & Behavioral Sciences",19,0,NA,0.995
5117,"Jupiter",FALSE,"Engineering/Electrical",19,3.223,26580.8740161348,2.731
5118,"Saturn",FALSE,"Visual Arts Illustration Spec",30,4,NA,4
5119,"Jupiter",FALSE,"Advanced Manufacturing",20,4,NA,4
5120,"Jupiter",FALSE,"Engineering/Electrical",20,2.886,NA,2.813
5121,"Jupiter",TRUE,"Music Recording Technology",18,4,NA,3.716
5122,"Saturn",FALSE,"Engineering/Electrical",20,4,NA,3.918
5123,"Jupiter",FALSE,"International Studies",20,0,50.2289477695941,1.078
5124,"Saturn",FALSE,"Technical Apparel Design",20,4,NA,3.869
5125,"Jupiter",TRUE,"Marketing Management",37,1.128,141.325307491954,1.002
5126,"Jupiter",FALSE,"International Studies",25,3.925,NA,3.607
5127,"Jupiter",FALSE,"Radiologic Technology",22,0,45.3585440275064,0.026
5128,"Saturn",FALSE,"Music Recording Technology",20,4,NA,3.449
5129,"Saturn",TRUE,"Comm Health & Leadership",20,0,NA,1.935
5130,"Saturn",FALSE,"Atmospheric Sciences",20,4,NA,3.908
5131,"Saturn",FALSE,"Advanced Manufacturing",19,0,7.70575564912565,0
5132,"Jupiter",FALSE,"Music Recording Technology",22,4,NA,3.77
5133,"Saturn",FALSE,"International Studies",22,3.877,NA,3.226
5134,"Jupiter",FALSE,"Music Recording Technology",23,1.783,1602.23298626865,1.84
5135,"Jupiter",FALSE,"Family and Human Studies",20,0,11.2094650858648,0
5136,"Venus",TRUE,"Atmospheric Sciences",34,0.026,209.5747163898,0.991
5137,"Jupiter",FALSE,"International Studies",22,2.693,NA,2.265
5138,"Jupiter",TRUE,"Engineering/Electrical",20,4,NA,3.852
5139,"Jupiter",TRUE,"Social Work",19,2.692,33028.4219421786,2.893
5140,"Jupiter",TRUE,"Visual Arts Illustration Spec",24,0,30.7485172677426,0
5141,"Jupiter",FALSE,"Music Recording Technology",19,4,NA,3.915
5142,"Jupiter",FALSE,"Photography Foundation",30,4,NA,3.176
5143,"Jupiter",FALSE,"Atmospheric Sciences",20,4,NA,3.845
5144,"Jupiter",TRUE,"Web Graphic Design",23,3.625,9876.18295223946,2.559
5145,"Jupiter",FALSE,"Psychology",20,4,NA,4
5146,"Jupiter",FALSE,"Social Work",20,4,NA,3.071
5147,"Jupiter",FALSE,"Music Recording Technology",20,4,NA,3.751
5148,"Jupiter",FALSE,"Visual Arts Illustration Spec",19,4,NA,4
5149,"Neptune",FALSE,"Respiratory Therapy",24,4,NA,3.933
5150,"Jupiter",FALSE,"Surgical Technician",33,4,NA,4
5151,"Jupiter",FALSE,"Social Work",19,1.639,2869.77807628535,1.993
5152,"Jupiter",FALSE,"Dental Hygiene",22,4,NA,4
5153,"Jupiter",FALSE,"Theatre Arts",21,2.871,NA,2.262
5154,"Uranus",TRUE,"Visual Arts Illustration Spec",31,0,97.6030518696044,0.899
5155,"Saturn",FALSE,"Surgical Technician",26,4,NA,3.934
5156,"Neptune",FALSE,"Music Recording Technology",22,3.832,NA,3.046
5157,"Jupiter",FALSE,"Atmospheric Sciences",19,4,NA,3.841
5158,"Jupiter",FALSE,"International Studies",21,1.966,NA,1.731
5159,"Saturn",FALSE,"Visual Arts Illustration Spec",20,4,NA,3.796
5160,"Saturn",FALSE,"Music Recording Technology",20,4,NA,3.262
5161,"Venus",TRUE,"International Studies",24,3.999,NA,2.252
5162,"Jupiter",FALSE,"Social Work",18,1.331,NA,1.827
5163,"Jupiter",FALSE,"Music Recording Technology",20,4,88482.2790498741,4
5164,"Saturn",FALSE,"Fitness Technician",20,4,NA,3.789
5165,"Jupiter",TRUE,"Visual Arts Illustration Spec",20,4,NA,3.739
5166,"Jupiter",FALSE,"Engr Draft & Manufacture Tech",22,0.042,189.911126659742,1.223
5167,"Mars",TRUE,"International Studies",22,4,NA,3.983
5168,"Jupiter",FALSE,"Theatre Arts",20,0,20.9536896533873,0.065
5169,"Jupiter",FALSE,"Visual Arts Illustration Spec",20,4,157270.394017275,3.528
5170,"Saturn",FALSE,"Social & Behavioral Sciences",19,4,NA,3.68
5171,"Jupiter",FALSE,"Motorcycle & Outdoor Pow Equip",20,4,NA,3.894
5172,"Jupiter",FALSE,"Theatre Arts",20,3.81,NA,3.332
5173,"Saturn",FALSE,"Music Recording Technology",23,0,6.30050217542117,0
5174,"Neptune",FALSE,"Music Recording Technology",20,4,NA,2.893
5175,"Jupiter",TRUE,"Exercise Sci/Kinesiology",20,4,NA,3.99
5176,"Jupiter",FALSE,"Engineering/Mechanical",19,4,NA,3.676
5177,"Neptune",FALSE,"General Engineering",20,1.363,77.5563572881055,1.003
5178,"Jupiter",FALSE,"International Studies",21,4,NA,3.574
5179,"Saturn",TRUE,"International Studies",20,0.414,361.088798929664,1.168
5180,"Saturn",TRUE,"International Studies",24,3.844,7089.44279164089,2.39
5181,"Jupiter",TRUE,"Paralegal Training",21,1.556,568.741125673433,1.824
5182,"Jupiter",TRUE,"International Studies",20,4,1001268.16417594,3.723
5183,"Jupiter",FALSE,"International Studies",20,1.74,NA,1.598
5184,"Jupiter",FALSE,"Visual Arts Illustration Spec",22,0,73.2992711611507,0.706
5185,"Saturn",FALSE,"Motorcycle & Outdoor Pow Equip",19,4,31430.5626093751,3.387
5186,"Jupiter",TRUE,"Interdisciplinary Studies",28,3.897,NA,3.495
5187,"Earth",FALSE,"International Studies",27,4,NA,3.635
5188,"Saturn",FALSE,"Business Administration",21,2.177,7174.97630346104,2.704
5189,"Jupiter",FALSE,"Surgical Technician",23,4,NA,3.84
5190,"Saturn",TRUE,"Visual Arts Illustration Spec",23,4,NA,3.893
5191,"Jupiter",FALSE,"Sociology",21,4,NA,4
5192,"Jupiter",FALSE,"International Studies",29,4,NA,3.727
5193,"Uranus",FALSE,"Technical Apparel Design",23,0,5.64347729375732,0
5194,"Saturn",FALSE,"Engineering/Electrical",22,0,11.7816975288371,0.054
5195,"Saturn",TRUE,"Atmospheric Sciences",26,4,NA,3.245
5196,"Jupiter",FALSE,"Music Recording Technology",21,4,NA,4
5197,"Jupiter",FALSE,"Music Recording Technology",17,2.563,3869.15450541161,2.388
5198,"Uranus",FALSE,"Writing",22,4,NA,3.963
5199,"Saturn",FALSE,"International Studies",21,4,NA,3.918
5200,"Saturn",FALSE,"Machining Technology",20,4,NA,3.851
5201,"Jupiter",TRUE,"International Studies",20,3.192,NA,2.947
5202,"Jupiter",FALSE,"Visual Arts Illustration Spec",25,4,NA,3.972
5203,"Jupiter",FALSE,"Visual Arts Illustration Spec",19,4,NA,3.846
5204,"Jupiter",FALSE,"Surgical Technician",39,4,NA,3.782
5205,"Jupiter",TRUE,"International Studies",20,3.478,NA,3.294
5206,"Jupiter",FALSE,"Music Recording Technology",20,4,NA,3.139
5207,"Saturn",FALSE,"Visual Arts Illustration Spec",23,4,41031.4930022584,3.4
5208,"Jupiter",TRUE,"Atmospheric Sciences",20,4,NA,4
5209,"Earth",FALSE,"English Studies",27,4,NA,4
5210,"Jupiter",FALSE,"Sociology",20,1.826,NA,2.725
5211,"Saturn",TRUE,"General Studies",25,3.527,16220.2569585057,2.426
5212,"Jupiter",FALSE,"International Studies",20,2.525,6036.2228148509,2.621
5213,"Jupiter",TRUE,"Music Recording Technology",23,4,NA,3.93
5214,"Jupiter",FALSE,"Fitness Technician",20,3.626,NA,3.177
5215,"Jupiter",TRUE,"Surgical Technician",24,4,NA,3.971
5216,"Jupiter",FALSE,"Fitness Technician",21,3.627,NA,2.805
5217,"Jupiter",FALSE,"Exercise Sci/Kinesiology",25,4,NA,3.677
5218,"Jupiter",TRUE,"Atmospheric Sciences",47,0.084,116.813552365947,1.052
5219,"Saturn",TRUE,"Surgical Technician",28,4,NA,3.636
5220,"Saturn",FALSE,"Visual Arts Illustration Spec",19,3.6,12707.0472860505,2.354
5221,"Jupiter",FALSE,"Surgical Technician",22,4,NA,3.745
5222,"Jupiter",FALSE,"Music Recording Technology",53,4,NA,3.88
5223,"Jupiter",FALSE,"Family and Human Studies",25,4,NA,3.375
5224,"Jupiter",TRUE,"International Studies",23,4,NA,3.166
5225,"Saturn",FALSE,"International Studies",19,3.624,NA,3.529
5226,"Jupiter",FALSE,"Writing",21,4,NA,3.629
5227,"Jupiter",TRUE,"Engineering/Electrical",21,4,NA,3.871
5228,"Uranus",FALSE,"Music Recording Technology",21,1.817,1587.01410053918,1.915
5229,"Earth",FALSE,"Surgical Technician",28,4,NA,3.811
5230,"Jupiter",FALSE,"Social Work",20,4,NA,3.807
5231,"Jupiter",FALSE,"Writing",24,4,NA,4
5232,"Jupiter",FALSE,"International Studies",32,4,NA,3.24
5233,"Jupiter",FALSE,"Social Work",22,0,13.5983204204556,0
5234,"Jupiter",FALSE,"Music Recording Technology",21,4,NA,4
5235,"Jupiter",FALSE,"Non-Destructive Testing Tech",20,4,NA,3.866
5236,"Jupiter",FALSE,"Visual Arts Illustration Spec",19,4,NA,3.946
5237,"Jupiter",FALSE,"International Studies",19,0,50.9089162547802,0.056
5238,"Earth",FALSE,"Metallurgical Engineering",27,1.619,NA,2.163
5239,"Saturn",FALSE,"Cabinet Making Furniture Const",20,0,108.660032781831,1.011
5240,"Jupiter",FALSE,"Marketing Management",20,4,NA,3.759
5241,"Jupiter",TRUE,"Atmospheric Sciences",30,3.398,NA,3.38
5242,"Saturn",FALSE,"Graphic Communications",21,3.372,NA,2.872
5243,"Venus",FALSE,"Comm Health & Leadership",21,4,NA,3.768
5244,"Uranus",FALSE,"Visual Arts Illustration Spec",24,4,NA,3.438
5245,"Jupiter",TRUE,"International Studies",23,3.656,NA,2.466
5246,"Jupiter",TRUE,"American Sign Lang/Interpret",21,4,NA,3.913
5247,"Venus",FALSE,"Surgical Technician",26,4,NA,3.837
5248,"Jupiter",FALSE,"Advanced Manufacturing",18,4,NA,3.97
5249,"Jupiter",FALSE,"Advanced Manufacturing",19,3.931,NA,3.562
5250,"Saturn",FALSE,"International Studies",30,4,NA,2.753
5251,"Saturn",TRUE,"Marketing Management",19,4,377894.565883091,3.784
5252,"Jupiter",FALSE,"English Studies",20,0,5.9475795655923,0
5253,"Saturn",TRUE,"Interdisciplinary Studies",24,4,NA,3.949
5254,"Jupiter",FALSE,"Surgical Technician",27,4,NA,3.823
5255,"Uranus",FALSE,"Fitness Technician",22,0,11.5084849361369,0.04
5256,"Uranus",FALSE,"Music Recording Technology",19,0,28.8388737755988,0.001
5257,"Saturn",TRUE,"Music Recording Technology",33,4,NA,3.952
5258,"Saturn",TRUE,"International Studies",34,4,NA,3.998
5259,"Saturn",TRUE,"Auto Collision Repair/Refinish",23,4,NA,3.914
5260,"Jupiter",FALSE,"Graphic Communications",47,3.434,NA,3.273
5261,"Jupiter",FALSE,"International Studies",31,3.614,NA,3.577
5262,"Saturn",FALSE,"Music Recording Technology",23,4,NA,3.993
5263,"Saturn",FALSE,"General Engineering",27,4,NA,3.591
5264,"Saturn",FALSE,"Social Work",21,3.256,967.530041855291,1.716
5265,"Jupiter",FALSE,"General Studies - Undecided",21,2.426,NA,1.892
5266,"Jupiter",FALSE,"Visual Arts Illustration Spec",18,2.875,6088.63238766351,2.324
5267,"Jupiter",FALSE,"Music Recording Technology",20,0,10.8297387425283,0.077
5268,"Jupiter",TRUE,"Fitness Technician",25,4,46250.2444016997,3.317
5269,"Uranus",TRUE,"Atmospheric Sciences",26,2.945,NA,2.578
5270,"Venus",TRUE,"Comm Health & Leadership",27,0.747,426.482100392637,1.488
5271,"Jupiter",FALSE,"Atmospheric Sciences",23,4,NA,3.789
5272,"Saturn",FALSE,"Atmospheric Sciences",23,4,NA,4
5273,"Jupiter",FALSE,"Music Recording Technology",19,4,NA,3.992
5274,"Jupiter",FALSE,"Atmospheric Sciences",27,4,NA,3.753
5275,"Jupiter",FALSE,"Surgical Technician",37,4,319550.043271646,3.814
5276,"Jupiter",FALSE,"Music Recording Technology",24,0,13.4916898703013,0
5277,"Jupiter",FALSE,"Paralegal Training",22,4,NA,3.843
5278,"Saturn",TRUE,"Construction Management",22,4,NA,4
5279,"Jupiter",FALSE,"Construction Management",50,4,NA,3.877
5280,"Saturn",FALSE,"Surgical Technician",37,2.151,NA,2.336
5281,"Jupiter",FALSE,"Exercise Sci/Kinesiology",21,4,NA,3.92
5282,"Jupiter",FALSE,"Surgical Technician",44,4,NA,3.805
5283,"Jupiter",TRUE,"Visual Arts Illustration Spec",24,3.566,NA,3.59
5284,"Jupiter",FALSE,"Music Recording Technology",30,3.132,723.869455553271,1.874
5285,"Saturn",FALSE,"Transition to Teaching/ARL",28,2.764,NA,2.218
5286,"Jupiter",FALSE,"Engineering/Electrical",29,4,NA,3.946
5287,"Jupiter",TRUE,"International Studies",20,1.796,391.526569415096,1.747
5288,"Saturn",FALSE,"Engineering/Mechanical",22,3.757,NA,3.133
5289,"Jupiter",TRUE,"Visual Arts Illustration Spec",36,4,NA,4
5290,"Jupiter",FALSE,"Surgical Technician",33,4,NA,3.926
5291,"Jupiter",TRUE,"Fitness Technician",24,3.92,NA,3.592
5292,"Neptune",FALSE,"International Studies",19,3.914,NA,3.733
5293,"Jupiter",FALSE,"Atmospheric Sciences",24,4,NA,3.949
5294,"Jupiter",TRUE,"Philosophy Religious Studies",24,4,NA,3.881
5295,"Jupiter",FALSE,"Marketing Management",22,3.08,NA,2.473
5296,"Saturn",TRUE,"Social Work",21,0,23.4872154484195,0.001
5297,"Saturn",TRUE,"Atmospheric Sciences",22,3.844,NA,3.674
5298,"Saturn",TRUE,"Architectural Technology",22,4,NA,3.591
5299,"Jupiter",FALSE,"Music Recording Technology",20,4,12292.1626662733,2.811
5300,"Saturn",TRUE,"Pre-Medical Health Sciences",20,2.971,5830.04075687353,2.766
5301,"Jupiter",FALSE,"Cabinet Making Furniture Const",24,0.906,352.7995768009,1.225
5302,"Venus",FALSE,"Visual Arts Illustration Spec",21,0.379,85.4294575568114,0.977
5303,"Jupiter",FALSE,"Music Recording Technology",22,4,15131.1066541787,2.995
5304,"Jupiter",FALSE,"General Studies - Undecided",21,4,NA,3.976
5305,"Jupiter",FALSE,"Social Work",20,3.364,NA,3.595
5306,"Uranus",FALSE,"Sociology",22,2.954,21073.4249482881,3.085
5307,"Jupiter",FALSE,"Atmospheric Sciences",29,4,NA,3.597
5308,"Jupiter",FALSE,"Advanced Manufacturing",21,1.63,3268.26051984161,2.038
5309,"Jupiter",FALSE,"Music Recording Technology",21,4,NA,3.75
5310,"Jupiter",TRUE,"Fitness Technician",21,4,NA,3.872
5311,"Mercury",FALSE,"International Studies",28,4,NA,4
5312,"Jupiter",FALSE,"Welding Fabrication Inspection",38,4,NA,4
5313,"Jupiter",FALSE,"Respiratory Therapy",20,4,NA,3.715
5314,"Jupiter",TRUE,"Pre-Medical Health Sciences",18,4,NA,3.929
5315,"Jupiter",FALSE,"Social Work",18,2.487,NA,2.82
5316,"Jupiter",FALSE,"Fitness Technician",19,3.302,NA,2.639
5317,"Jupiter",FALSE,"Exercise Sci/Kinesiology",20,1.837,57.817914208315,1.522
5318,"Saturn",FALSE,"International Studies",19,4,88049.2820606046,3.128
5319,"Venus",FALSE,"Pre-Medical Health Sciences",36,4,NA,3.659
5320,"Jupiter",FALSE,"Surgical Technician",34,4,NA,3.94
5321,"Jupiter",FALSE,"Web Graphic Design",22,4,NA,3.383
5322,"Uranus",FALSE,"Physical Therapist Assistant",20,3.841,NA,3.969
5323,"Jupiter",TRUE,"International Studies",20,4,NA,4
5324,"Jupiter",TRUE,"Business Management",23,4,NA,3.991
5325,"Jupiter",FALSE,"Visual Arts Illustration Spec",20,4,33581.2326171163,3.502
5326,"Jupiter",FALSE,"Business Management",35,4,NA,3.916
5327,"Jupiter",FALSE,"International Studies",20,0.74,207.880894470415,1.596
5328,"Jupiter",FALSE,"International Studies",20,3.313,NA,3.496
5329,"Jupiter",FALSE,"Comm Health & Leadership",40,4,NA,4
5330,"Jupiter",FALSE,"Social Work",20,3.826,NA,3.777
5331,"Jupiter",FALSE,"Auto Collision Repair/Refinish",20,1.866,NA,2.499
5332,"Jupiter",FALSE,"Music Recording Technology",20,3.523,41689.6519531859,3.505
5333,"Jupiter",FALSE,"Theatre Arts",20,4,NA,2.994
5334,"Jupiter",FALSE,"Atmospheric Sciences",27,4,5213.19586772625,2.987
5335,"Jupiter",TRUE,"Engineering/Mechanical",18,3.879,NA,4
5336,"Jupiter",FALSE,"Marketing Management",19,3.922,NA,4
5337,"Jupiter",TRUE,"Visual Arts Illustration Spec",19,4,NA,3.974
5338,"Jupiter",FALSE,"Music Recording Technology",19,0.247,111.211317719721,0.82
5339,"Jupiter",TRUE,"Visual Arts Illustration Spec",26,4,NA,3.96
5340,"Jupiter",FALSE,"Visual Arts - Design Spec.",20,0,20.1281751560727,0
5341,"Uranus",TRUE,"International Studies",19,4,NA,3.884
5342,"Jupiter",FALSE,"Pre-Medical Health Sciences",19,4,NA,3.922
5343,"Jupiter",FALSE,"Visual Arts Illustration Spec",22,4,NA,3.862
5344,"Jupiter",FALSE,"Engineering/Electrical",21,3.98,NA,3.358
5345,"Jupiter",FALSE,"Cabinet Making Furniture Const",20,4,NA,3.647
5346,"Saturn",FALSE,"Exercise Sci/Kinesiology",20,0,20.8178378305496,0
5347,"Jupiter",FALSE,"Engineering/Mechanical",19,3.341,NA,3.9
5348,"Jupiter",FALSE,"Surgical Technician",21,4,NA,3.955
5349,"Saturn",FALSE,"Visual Arts Illustration Spec",20,4,NA,4
5350,"Saturn",FALSE,"Music Recording Technology",22,4,NA,3.178
5351,"Jupiter",TRUE,"Occupational Therapy Assistant",25,0,11.7451533664732,0
5352,"Jupiter",FALSE,"Engineering/Electrical",21,3.735,NA,3.386
5353,"Jupiter",FALSE,"General Studies - Undecided",21,4,NA,3.692
5354,"Neptune",FALSE,"Engineering/Electrical",20,0.855,305.142253276233,1.591
5355,"Jupiter",FALSE,"Writing",23,4,NA,3.804
5356,"Jupiter",TRUE,"Social Work",22,1.326,3399.83200949524,2.325
5357,"Jupiter",FALSE,"Comm Health & Leadership",21,4,NA,3.694
5358,"Jupiter",FALSE,"Physical Therapist Assistant",31,4,402857.456398585,3.939
5359,"Mars",FALSE,"International Studies",21,3.816,NA,3.212
5360,"Jupiter",FALSE,"Music Recording Technology",20,4,NA,3.44
5361,"Jupiter",TRUE,"Atmospheric Sciences",23,4,NA,3.665
5362,"Jupiter",FALSE,"International Global Studies",21,0,18.2985969086367,0
5363,"Jupiter",FALSE,"American Sign Language",20,3.243,NA,2.694
5364,"Saturn",FALSE,"Visual Arts Illustration Spec",25,4,NA,4
5365,"Neptune",TRUE,"Atmospheric Sciences",21,0,NA,1.439
5366,"Saturn",FALSE,"International Studies",19,4,NA,2.896
5367,"Saturn",FALSE,"Business Administration",19,3.183,9792.35745033874,2.74
5368,"Jupiter",FALSE,"Technical Apparel Design",24,4,NA,3.761
5369,"Jupiter",FALSE,"International Studies",22,2.184,7144.69516402458,2.478
5370,"Saturn",FALSE,"Visual Arts Illustration Spec",23,3.167,10888.3015319243,3.033
5371,"Jupiter",FALSE,"Music Recording Technology",21,2.976,NA,2.877
5372,"Jupiter",FALSE,"Web Graphic Design",20,4,NA,4
5373,"Jupiter",FALSE,"Music Recording Technology",19,4,NA,2.68
5374,"Jupiter",FALSE,"Fitness Technician",20,3.826,NA,3.306
5375,"Jupiter",FALSE,"Engineering/Electrical",20,0,17.1459546324901,0.051
5376,"Jupiter",FALSE,"Visual Arts Illustration Spec",21,4,68549.4141740994,3.765
5377,"Saturn",FALSE,"Visual Arts Illustration Spec",20,1.146,NA,1.503
5378,"Saturn",FALSE,"American Sign Lang/Interpret",20,4,NA,3.399
5379,"Jupiter",FALSE,"Music Recording Technology",20,4,NA,4
5380,"Saturn",FALSE,"Writing",25,4,315977.986409914,3.88
5381,"Jupiter",FALSE,"International Studies",21,3.644,NA,3.194
5382,"Jupiter",FALSE,"Exercise Sci/Kinesiology",18,4,NA,3.907
5383,"Jupiter",FALSE,"Engineering/Mechanical",20,4,NA,4
5384,"Jupiter",FALSE,"Theatre Arts",19,4,NA,3.856
5385,"Jupiter",TRUE,"Surgical Technician",23,4,NA,3.915
5386,"Jupiter",FALSE,"Engineering/Electrical",21,4,NA,3.662
5387,"Earth",FALSE,"Motorcycle & Outdoor Pow Equip",19,4,22312.0158284611,3.351
5388,"Jupiter",FALSE,"Respiratory Therapy",21,2.901,NA,3.493
5389,"Saturn",TRUE,"Advanced Manufacturing",20,2.186,1276.32910121445,2.01
5390,"Jupiter",TRUE,"Exercise Sci/Kinesiology",25,4,NA,3.874
5391,"Jupiter",FALSE,"Technical Apparel Design",22,4,NA,4
5392,"Jupiter",FALSE,"Engineering/Computer",20,2.682,NA,3.134
5393,"Jupiter",FALSE,"Education",20,0,15.5776526454445,0
5394,"Jupiter",TRUE,"Engineering/Electrical",34,4,NA,4
5395,"Saturn",TRUE,"American Sign Language",35,0,NA,0.976
5396,"Jupiter",TRUE,"International Studies",22,0,31.2520118685863,0.005
5397,"Jupiter",TRUE,"International Studies",22,3.479,NA,1.863
5398,"Jupiter",FALSE,"Theatre Arts",19,4,NA,3.886
5399,"Jupiter",FALSE,"Fitness Technician",24,3.88,NA,3.484
5400,"Jupiter",FALSE,"Metallurgical Engineering",19,3.857,NA,3.551
5401,"Uranus",FALSE,"International Studies",21,2.831,NA,3.146
5402,"Saturn",FALSE,"Sociology",22,3.313,NA,2.58
5403,"Jupiter",FALSE,"Engineering/Electrical",46,4,NA,3.96
5404,"Jupiter",TRUE,"American Sign Language",22,4,NA,3.515
5405,"Jupiter",TRUE,"International Studies",20,3.146,NA,2.323
5406,"Jupiter",TRUE,"Machining Technology",41,4,NA,3.957
5407,"Jupiter",FALSE,"Surgical Technician",38,3.17,NA,3.826
5408,"Jupiter",FALSE,"International Studies",22,2.467,NA,3.475
5409,"Venus",FALSE,"Advanced Manufacturing",21,0,66.8856147664226,0.303
5410,"Jupiter",TRUE,"American Sign Language",25,3.322,90915.1497344475,3.202
5411,"Uranus",TRUE,"Fitness Technician",22,4,NA,3.974
5412,"Uranus",FALSE,"Technical Apparel Design",36,4,NA,3.96
5413,"Uranus",TRUE,"Physical Therapist Assistant",33,4,260818.093384941,3.765
5414,"Saturn",FALSE,"International Studies",24,3.101,NA,2.949
5415,"Saturn",TRUE,"Welding Fabrication Inspection",29,3.265,2915.6847147092,2.266
5416,"Neptune",TRUE,"Sociology",21,3.475,NA,2.85
5417,"Jupiter",TRUE,"Visual Arts - Photograph Spec",19,4,NA,4
5418,"Saturn",FALSE,"Marketing Management",20,0,393.634196748512,1.38
5419,"Jupiter",FALSE,"International Studies",36,4,219606.711271723,3.754
5420,"Jupiter",TRUE,"Music Recording Technology",21,4,NA,3.245
5421,"Saturn",TRUE,"International Studies",31,4,NA,4
5422,"Venus",TRUE,"International Studies",22,2.029,1251.38025028125,1.882
5423,"Jupiter",TRUE,"Visual Arts Illustration Spec",21,2.096,NA,2.321
5424,"Saturn",FALSE,"Dental Hygiene",21,4,NA,3.723
5425,"Jupiter",TRUE,"International Studies",26,0,69.0326596653154,0.308
5426,"Jupiter",FALSE,"Surgical Technician",31,4,NA,3.648
